key,turkish,english,source_file,line,raw_snippet
AIEylemServisiHazirDegil,AI eylem servisi hazır değil.,,MainWindow.xaml.cs,2066,AI eylem servisi hazır değil.
AIEylemServisiKullanilamiyor,AI eylem servisi kullanılamıyor.,,MainWindow.xaml.cs,2067,AI eylem servisi kullanılamıyor.
AIEylemiSirasindaHataOlustuResultMessage,AI eylemi sırasında hata oluştu: {result.Message},,MainWindow.xaml.cs; MainWindow.xaml.cs,2087,AI eylemi sırasında hata oluştu: {result.Message}
AIAracCagrilarininBazilariBasarisizOldu,AI araç çağrılarının bazıları başarısız oldu.,,MainWindow.xaml.cs; MainWindow.xaml.cs,2098,AI araç çağrılarının bazıları başarısız oldu.
AIOnerisiKullaniciTarafindanReddedildi,AI önerisi kullanıcı tarafından reddedildi.,,MainWindow.xaml.cs,2108,AI önerisi kullanıcı tarafından reddedildi.
AIOnerisiReddedildi,AI önerisi reddedildi.,,MainWindow.xaml.cs,2109,AI önerisi reddedildi.
AIOnerisininUygulanmasiBasarisizOldu,AI önerisinin uygulanması başarısız oldu.,,MainWindow.xaml.cs,2116,AI önerisinin uygulanması başarısız oldu.
AIOnerisiUygulanamadi,AI önerisi uygulanamadı.,,MainWindow.xaml.cs,2117,AI önerisi uygulanamadı.
AIOnerisiGuvenliSekildeYazildiFilePath,AI önerisi güvenli şekilde yazıldı: {filePath},,MainWindow.xaml.cs,2197,AI önerisi güvenli şekilde yazıldı: {filePath}
AIOnerisiYazilirkenHataOlustuExMessage,AI önerisi yazılırken hata oluştu: {ex.Message},,MainWindow.xaml.cs,2202,AI önerisi yazılırken hata oluştu: {ex.Message}
AIOnerisiIcinYedekAlindiBackupPath,AI önerisi için yedek alındı: {backupPath},,MainWindow.xaml.cs,2245,AI önerisi için yedek alındı: {backupPath}
LutfenOnceBirProjeKlasoruSecin,Lütfen önce bir proje klasörü seçin.,,MainWindow.xaml.cs; MainWindow.xaml.cs; MainWindow.xaml.cs,2253,Lütfen önce bir proje klasörü seçin.
TerminaldeDosyaYoluBulunamadi,Terminalde dosya yolu bulunamadı.,,MainWindow.xaml.cs,2269,Terminalde dosya yolu bulunamadı.
TerminaldeUygunBirSatirBulunamadi,Terminalde uygun bir satır bulunamadı.,,MainWindow.xaml.cs,2277,Terminalde uygun bir satır bulunamadı.
TerminalMetnindenGecerliBirDosyaYoluBulunamadi,Terminal metninden geçerli bir dosya yolu bulunamadı.,,MainWindow.xaml.cs,2284,Terminal metninden geçerli bir dosya yolu bulunamadı.
DosyaAcma,Dosya Açma,,MainWindow.xaml.cs,2284,Dosya Açma
EklentiYoneticisiAcilamadiExMessage,Eklenti yöneticisi açılamadı: {ex.Message},,MainWindow.xaml.cs; MainWindow.xaml.cs,2312,Eklenti yöneticisi açılamadı: {ex.Message}
FormatlamaIcinAktifBirDosyaSekmesiSecin,Formatlama için aktif bir dosya sekmesi seçin.,,MainWindow.xaml.cs,2320,Formatlama için aktif bir dosya sekmesi seçin.
DokumanBicimlendirildi,Doküman biçimlendirildi.,,MainWindow.xaml.cs,2342,Doküman biçimlendirildi.
DokumanZatenDuzgunFormatlanmis,Doküman zaten düzgün formatlanmış.,,MainWindow.xaml.cs,2346,Doküman zaten düzgün formatlanmış.
TumDosyalar,Tüm Dosyalar|*.*,,MainWindow.xaml.cs,2360,Tüm Dosyalar|*.*
LutfenOnceBirSohbetOturumuBaslatin,Lütfen önce bir sohbet oturumu başlatın.,,MainWindow.xaml.cs,2376,Lütfen önce bir sohbet oturumu başlatın.
AIYanitiUygula,AI Yanıtı Uygula,,MainWindow.xaml.cs; MainWindow.xaml.cs; MainWindow.xaml.cs; MainWindow.xaml.cs,2376,AI Yanıtı Uygula
GecerliBirAIYanitiBulunamadi,Geçerli bir AI yanıtı bulunamadı.,,MainWindow.xaml.cs,2393,Geçerli bir AI yanıtı bulunamadı.
AIYanitindanKodCikarilamadiYanitinTumMetniniSeciliDosyayaYazmakIsterMisiniz,AI yanıtından kod çıkarılamadı. Yanıtın tüm metnini seçili dosyaya yazmak ister misiniz?,,MainWindow.xaml.cs,2400,AI yanıtından kod çıkarılamadı. Yanıtın tüm metnini seçili dosyaya yazmak ister misiniz?
SonAIYanitiAktifDosyayaUygulandi,Son AI yanıtı aktif dosyaya uygulandı.,,MainWindow.xaml.cs,2410,Son AI yanıtı aktif dosyaya uygulandı.
LutfenDuzenlemekIstediginizKoduSecin,Lütfen düzenlemek istediğiniz kodu seçin.,,MainWindow.xaml.cs,2499,Lütfen düzenlemek istediğiniz kodu seçin.
APIVeyaYerelModelBaglantisiBulunamadi,API veya Yerel model bağlantısı bulunamadı.,,MainWindow.xaml.cs,2556,API veya Yerel model bağlantısı bulunamadı.
SenKidemliBirYazilimUzmanisinKullaniciSanaSectigiBirKodParcasiniVeNeYapmakIstediginiVerecekSadeceVeSadeceIstenenDegisikl,"Sen kıdemli bir yazılım uzmanısın. Kullanıcı sana seçtiği bir kod parçasını ve ne yapmak istediğini verecek. Sadece ve sadece istenen değişiklikleri yap. Markdown kullanma, açıklama yapma, sadece doğrudan yer değiştirecek yeni kodu dön. Eğer koda dokunmayacaksan eski kodu aynen döndür.",,MainWindow.xaml.cs,2568,"Sen kıdemli bir yazılım uzmanısın. Kullanıcı sana seçtiği bir kod parçasını ve ne yapmak istediğini verecek. Sadece ve sadece istenen değişiklikleri yap. Markdown kullanma, açıklama yapma, sadece doğrudan yer değiştirecek yeni kodu dön. Eğer koda dokunmayacaksan eski kodu aynen döndür."
SecilenKodInlineEditSelectedTextKullaniciIstegiPrompt,Seçilen kod: {_inlineEditSelectedText} Kullanıcı İsteği: {prompt},,MainWindow.xaml.cs,2569,Seçilen kod:\n\n{_inlineEditSelectedText}\n\nKullanıcı İsteği: {prompt}
SatirIciDuzenlemeUygulandiCtrlK,Satır içi düzenleme uygulandı (Ctrl+K).,,MainWindow.xaml.cs,2609,Satır içi düzenleme uygulandı (Ctrl+K).
InlineEditHatasiExMessage,Inline Edit Hatası: {ex.Message},,MainWindow.xaml.cs,2614,Inline Edit Hatası: {ex.Message}
IslemSirasindaHataOlustuExMessage,İşlem sırasında hata oluştu: {ex.Message},,MainWindow.xaml.cs,2615,İşlem sırasında hata oluştu: {ex.Message}
OnayPenceresiAcilamadiGuvenliVarsayilanDavranisUygulaniyorExMessage,"Onay penceresi açılamadı, güvenli varsayılan davranış uygulanıyor: {ex.Message}",,MainWindow.xaml.cs,2650,"Onay penceresi açılamadı, güvenli varsayılan davranış uygulanıyor: {ex.Message}"
OnayPenceresiAcilamadiIslemGuvenliSekildeIptalEdildi,Onay penceresi açılamadı; işlem güvenli şekilde iptal edildi.,,MainWindow.xaml.cs,2651,Onay penceresi açılamadı; işlem güvenli şekilde iptal edildi.
DiffPenceresiAcilamadiGuvenliVarsayilanDavranisUygulaniyorExMessage,"Diff penceresi açılamadı, güvenli varsayılan davranış uygulanıyor: {ex.Message}",,MainWindow.xaml.cs,2674,"Diff penceresi açılamadı, güvenli varsayılan davranış uygulanıyor: {ex.Message}"
DegisiklikOnizlemePenceresiAcilamadiDegisiklikReddedildi,Değişiklik önizleme penceresi açılamadı; değişiklik reddedildi.,,MainWindow.xaml.cs,2675,Değişiklik önizleme penceresi açılamadı; değişiklik reddedildi.
KullaniciSecimiAnswer,Kullanıcı seçimi: {answer},,MainWindow.xaml.cs,2697,Kullanıcı seçimi: {answer}
KullaniciIptalEtti,Kullanıcı iptal etti.,,MainWindow.xaml.cs,2701,Kullanıcı iptal etti.
SoruPenceresiAcilamadiExMessage,Soru penceresi açılamadı: {ex.Message},,MainWindow.xaml.cs,2705,Soru penceresi açılamadı: {ex.Message}
HataOlustuDevamEt,"Hata oluştu, devam et.",,MainWindow.xaml.cs,2706,"Hata oluştu, devam et."
LSPPathGetFileNameFilePathIcinLSPSunucusuHazirDegil,[LSP] {Path.GetFileName(filePath)} için LSP sunucusu hazır değil.,,MainWindow.xaml.cs,2725,[LSP] {Path.GetFileName(filePath)} için LSP sunucusu hazır değil.
LSPDosyaAcmaSirasindaHataExMessage,[LSP] Dosya açma sırasında hata: {ex.Message},,MainWindow.xaml.cs,2730,[LSP] Dosya açma sırasında hata: {ex.Message}
LSPLangExtToUpperInvariantDosyalariBulunduLSPBaslatiliyor,"[LSP] {langExt.ToUpperInvariant()} dosyaları bulundu, LSP başlatılıyor...",,MainWindow.xaml.cs,2831,"[LSP] {langExt.ToUpperInvariant()} dosyaları bulundu, LSP başlatılıyor..."
LSPServerNameBasariylaBaslatildi,[LSP] ✅ {serverName} başarıyla başlatıldı!,,MainWindow.xaml.cs,2851,[LSP] ✅ {serverName} başarıyla başlatıldı!
LSPLangExtToUpperInvariantIcinLSPBaslatilamadiGerekliProgramYukluMu,[LSP] ❌ {langExt.ToUpperInvariant()} için LSP başlatılamadı. Gerekli program yüklü mü?,,MainWindow.xaml.cs,2856,[LSP] ❌ {langExt.ToUpperInvariant()} için LSP başlatılamadı. Gerekli program yüklü mü?
LSPEksikVeyaHataliLSPDestegiBulunanDillerStringJoin,[LSP] Eksik veya hatalı LSP desteği bulunan diller: {string.Join(,,MainWindow.xaml.cs,2863,[LSP] Eksik veya hatalı LSP desteği bulunan diller: {string.Join(
LSPProjeIcinUygunLSPSunucusuBulunamadiVeyaBaslatilamadi,[LSP] Proje için uygun LSP sunucusu bulunamadı veya başlatılamadı.,,MainWindow.xaml.cs,2869,[LSP] Proje için uygun LSP sunucusu bulunamadı veya başlatılamadı.
BuProjeIcinFriendlyNameLSPDestegiEksikVeyaBaslatilamadiServerNameKurulumuGerekiyorEklentiYoneticisiniAcmakIsterMisiniz,Bu proje için {friendlyName} LSP desteği eksik veya başlatılamadı. {server.Name} kurulumu gerekiyor. Eklenti yöneticisini açmak ister misiniz?,,MainWindow.xaml.cs,2894,Bu proje için {friendlyName} LSP desteği eksik veya başlatılamadı. {server.Name} kurulumu gerekiyor. Eklenti yöneticisini açmak ister misiniz?
BuProjeIcinFriendlyNameLSPDestegiEksikVeyaBaslatilamadiEklentiYoneticisiniAcmakIsterMisiniz,Bu proje için {friendlyName} LSP desteği eksik veya başlatılamadı. Eklenti yöneticisini açmak ister misiniz?,,MainWindow.xaml.cs,2895,Bu proje için {friendlyName} LSP desteği eksik veya başlatılamadı. Eklenti yöneticisini açmak ister misiniz?
BuProjeIcinFriendlyNameLSPDestegiEksikVeyaBaslatilamadi,Bu proje için {friendlyName} LSP desteği eksik veya başlatılamadı.,,MainWindow.xaml.cs,2901,Bu proje için {friendlyName} LSP desteği eksik veya başlatılamadı. 
OtomatikOlarakInstallInfoValueDisplayNamePaketleriniYuklemekIsterMisiniz,Otomatik olarak {installInfo.Value.displayName} paketlerini yüklemek ister misiniz?,,MainWindow.xaml.cs,2902,Otomatik olarak {installInfo.Value.displayName} paketlerini yüklemek ister misiniz?
EvetOtomatikYuklemeHayirEklentiYoneticisiniAcIptalHicbirSeyYapma,Evet: Otomatik yükleme Hayır: Eklenti yöneticisini aç İptal: Hiçbir şey yapma,,MainWindow.xaml.cs,2903,\n\nEvet: Otomatik yükleme\nHayır: Eklenti yöneticisini aç\nİptal: Hiçbir şey yapma
LSPDestegiEksik,LSP Desteği Eksik,,MainWindow.xaml.cs; MainWindow.xaml.cs,2905,LSP Desteği Eksik
FriendlyNameLSPDestegiEksikEklentilerSekmesindenManuelOlarakEkleyebilirsiniz,{friendlyName} LSP desteği eksik. Eklentiler sekmesinden manuel olarak ekleyebilirsiniz.,,MainWindow.xaml.cs; MainWindow.xaml.cs,2919,{friendlyName} LSP desteği eksik. Eklentiler sekmesinden manuel olarak ekleyebilirsiniz.
FriendlyNameLSPDestegiEksikEklentilerSekmesiniAcmakIcinBurayaTiklayin,{friendlyName} LSP desteği eksik. Eklentiler sekmesini açmak için buraya tıklayın.,,MainWindow.xaml.cs,2963,{friendlyName} LSP desteği eksik. Eklentiler sekmesini açmak için buraya tıklayın.
TerminalServisiDevreDisiOtomatikYuklemeYapilamiyor,"Terminal servisi devre dışı, otomatik yükleme yapılamıyor.",,MainWindow.xaml.cs,2991,"Terminal servisi devre dışı, otomatik yükleme yapılamıyor."
TerminalSuAndaMesgulOtomatikYuklemeYapilamiyor,"Terminal şu anda meşgul, otomatik yükleme yapılamıyor.",,MainWindow.xaml.cs,2997,"Terminal şu anda meşgul, otomatik yükleme yapılamıyor."
DisplayNamePaketleriYukleniyorLutfenBekleyin,{displayName} paketleri yükleniyor... Lütfen bekleyin.,,MainWindow.xaml.cs,3001,{displayName} paketleri yükleniyor... Lütfen bekleyin.
YuklemeUpdateItem2,[Yükleme] {update.Item2},,MainWindow.xaml.cs,3007,[Yükleme] {update.Item2}
DisplayNamePaketleriYuklendiLSPYenidenDeneniyor,{displayName} paketleri yüklendi. LSP yeniden deneniyor.,,MainWindow.xaml.cs,3013,{displayName} paketleri yüklendi. LSP yeniden deneniyor.
OtomatikYuklemeBasarisizOlduError,Otomatik yükleme başarısız oldu: {error},,MainWindow.xaml.cs,3018,Otomatik yükleme başarısız oldu: {error}
OtomatikYuklemeSirasindaHataOlustuExMessage,Otomatik yükleme sırasında hata oluştu: {ex.Message},,MainWindow.xaml.cs,3023,Otomatik yükleme sırasında hata oluştu: {ex.Message}
KlasorSecildiSelectedFolder,Klasör seçildi: {_selectedFolder},,MainWindow.xaml.cs,3043,Klasör seçildi: {_selectedFolder}
ProjeKlasoruSecildiPathGetFileNameSelectedFolder,Proje klasörü seçildi: {Path.GetFileName(_selectedFolder)},,MainWindow.xaml.cs,3057,Proje klasörü seçildi: {Path.GetFileName(_selectedFolder)}
ProjeKlasorunuSec,Proje Klasörünü Seç,,MainWindow.xaml.cs,3075,Proje Klasörünü Seç
YeniDosyaAdiniUzantisiylaYazinOrnDenemePy,Yeni dosya adını uzantısıyla yazın (örn: deneme.py):,,MainWindow.xaml.cs,3116,Yeni dosya adını uzantısıyla yazın (örn: deneme.py):
YeniDosyaOlusturulduNewFilePath,Yeni dosya oluşturuldu: {newFilePath},,MainWindow.xaml.cs,3136,Yeni dosya oluşturuldu: {newFilePath}
DosyaOlusturulamadiExMessage,Dosya oluşturulamadı: {ex.Message},,MainWindow.xaml.cs,3143,Dosya oluşturulamadı: {ex.Message}
LutfenOnceListedenBirDosyaVeyaKlasorSecin,Lütfen önce listeden bir dosya veya klasör seçin.,,MainWindow.xaml.cs; MainWindow.xaml.cs,3149,Lütfen önce listeden bir dosya veya klasör seçin.
YeniKlasorAdiniYazin,Yeni klasör adını yazın:,,MainWindow.xaml.cs,3160,Yeni klasör adını yazın:
YeniKlasor,Yeni Klasör,,MainWindow.xaml.cs,3160,Yeni Klasör
BuKlasorZatenMevcut,Bu klasör zaten mevcut!,,MainWindow.xaml.cs,3175,Bu klasör zaten mevcut!
YeniKlasorOlusturulduNewFolderPath,Yeni klasör oluşturuldu: {newFolderPath},,MainWindow.xaml.cs,3180,Yeni klasör oluşturuldu: {newFolderPath}
KlasorOlusturulamadiExMessage,Klasör oluşturulamadı: {ex.Message},,MainWindow.xaml.cs,3187,Klasör oluşturulamadı: {ex.Message}
Klasoru,klasörü,,MainWindow.xaml.cs,3206,klasörü
Dosyayi,dosyayı,,MainWindow.xaml.cs,3206,dosyayı
BuTypeNameKaliciOlarakSilmekIstediginizeEminMisinizYolTargetPath,Bu {typeName} kalıcı olarak silmek istediğinize emin misiniz? Yol: {targetPath},,MainWindow.xaml.cs,3208,Bu {typeName} kalıcı olarak silmek istediğinize emin misiniz?\n\nYol: {targetPath}
SilmeOnayi,Silme Onayı,,MainWindow.xaml.cs,3209,Silme Onayı
KlasorSilindiTargetPath,Klasör silindi: {targetPath},,MainWindow.xaml.cs,3221,Klasör silindi: {targetPath}
SilmeIslemiBasarisizOlduExMessage,Silme işlemi başarısız oldu: {ex.Message},,MainWindow.xaml.cs,3237,Silme işlemi başarısız oldu: {ex.Message}
KlasorAcilamadiExMessage,Klasör açılamadı: {ex.Message},,MainWindow.xaml.cs,3285,Klasör açılamadı: {ex.Message}
YenilemeYapilamiyor,Yenileme Yapılamıyor,,MainWindow.xaml.cs,3294,Yenileme Yapılamıyor
DosyaAgaciVeProjeTanilariYenileniyor,Dosya ağacı ve proje tanıları yenileniyor...,,MainWindow.xaml.cs,3298,Dosya ağacı ve proje tanıları yenileniyor...
YenilemeTamamlandi,Yenileme tamamlandı.,,MainWindow.xaml.cs,3302,Yenileme tamamlandı.
KlasorOkunurkenHataOlustuExMessage,Klasör okunurken hata oluştu: {ex.Message},,MainWindow.xaml.cs,3476,Klasör okunurken hata oluştu: {ex.Message}
DosyaOkunamadiExMessage,Dosya okunamadı: {ex.Message},,MainWindow.xaml.cs; MainWindow.xaml.cs,3549,Dosya okunamadı: {ex.Message}
DosyaUzantisiExt,📄 Dosya uzantısı: {ext},,MainWindow.xaml.cs,3598,📄 Dosya uzantısı: {ext}
XshdFileNameIcinAramaBasliyor,🔍 {xshdFileName} için arama başlıyor...,,MainWindow.xaml.cs,3636,🔍 {xshdFileName} için arama başlıyor...
OzelPathGetFileNameWithoutExtensionXshdFileNameSablonuYuklendiXshdPath,🎨 Özel {Path.GetFileNameWithoutExtension(xshdFileName)} şablonu yüklendi: {xshdPath},,MainWindow.xaml.cs,3659,🎨 Özel {Path.GetFileNameWithoutExtension(xshdFileName)} şablonu yüklendi: {xshdPath}
SablonYuklendiHighlightingName,✅ Şablon yüklendi! [{highlighting.Name}],,MainWindow.xaml.cs,3664,✅ Şablon yüklendi! [{highlighting.Name}]
XshdFileNameBulunamadiVarsayilanKullanilacak,❌ {xshdFileName} bulunamadı! Varsayılan kullanılacak.,,MainWindow.xaml.cs,3668,❌ {xshdFileName} bulunamadı! Varsayılan kullanılacak.
XshdFileNameYuklenirkenHataExMessage,❌ {xshdFileName} yüklenirken hata: {ex.Message},,MainWindow.xaml.cs,3673,❌ {xshdFileName} yüklenirken hata: {ex.Message}
HataDetayiExStackTrace,📋 Hata detayı: {ex.StackTrace},,MainWindow.xaml.cs,3674,📋 Hata detayı: {ex.StackTrace}
EvrenselGenericVurgulamaKullanildi,🎨 Evrensel (Generic) vurgulama kullanıldı!,,MainWindow.xaml.cs,3693,🎨 Evrensel (Generic) vurgulama kullanıldı!
VarsayilanVurgulamaKullanildiHighlightingName,🎨 Varsayılan vurgulama kullanıldı: {highlighting?.Name ??,,MainWindow.xaml.cs,3703,🎨 Varsayılan vurgulama kullanıldı: {highlighting?.Name ?? 
AIIleDuzenleCtrlK,✨ AI ile Düzenle (Ctrl+K),,MainWindow.xaml.cs,3725,✨ AI ile Düzenle (Ctrl+K)
Yapistir,Yapıştır,,MainWindow.xaml.cs,3734,Yapıştır
ProjeTaramasiSirasindaHataOlustuExMessage,Proje taraması sırasında hata oluştu: {ex.Message},,MainWindow.xaml.cs,4050,Proje taraması sırasında hata oluştu: {ex.Message}
PathGetFileNameTabInfoFilePathDosyasindaKaydedilmemisDegisikliklerVarKaydetmekIstiyorMusunuz,"""{Path.GetFileName(tabInfo.FilePath)}"" dosyasında kaydedilmemiş değişiklikler var. Kaydetmek istiyor musunuz?",,MainWindow.xaml.cs,4072,"\""{Path.GetFileName(tabInfo.FilePath)}\"" dosyasında kaydedilmemiş değişiklikler var. Kaydetmek istiyor musunuz?"
KaydedilmemisDegisiklikler,Kaydedilmemiş Değişiklikler,,MainWindow.xaml.cs,4073,Kaydedilmemiş Değişiklikler
KodTaslaginiKaydet,Kod taslağını kaydet,,MainWindow.xaml.cs,4102,Kod taslağını kaydet
TumDosyalarMetinDosyalariTxt,Tüm dosyalar|*.*|Metin dosyaları|*.txt,,MainWindow.xaml.cs,4104,Tüm dosyalar|*.*|Metin dosyaları|*.txt
DosyaKaydedilirkenHataOlustuExMessage,Dosya kaydedilirken hata oluştu: {ex.Message},,MainWindow.xaml.cs; MainWindow.xaml.cs,4124,Dosya kaydedilirken hata oluştu: {ex.Message}
TumAcikSekmelerKaydedildi,Tüm açık sekmeler kaydedildi.,,MainWindow.xaml.cs; MainWindow.xaml.cs,4150,Tüm açık sekmeler kaydedildi.
SekmeAITarafindanGuncellendiVeYenidenYuklendiPathGetFileNameFullPath,Sekme AI tarafından güncellendi ve yeniden yüklendi: {Path.GetFileName(fullPath)},,MainWindow.xaml.cs,4312,Sekme AI tarafından güncellendi ve yeniden yüklendi: {Path.GetFileName(fullPath)}
SekmeCanliGuncellemeHatasiExMessage,Sekme canlı güncelleme hatası: {ex.Message},,MainWindow.xaml.cs,4320,Sekme canlı güncelleme hatası: {ex.Message}
AramaYapilamiyor,Arama Yapılamıyor,,MainWindow.xaml.cs,4403,Arama Yapılamıyor
Araniyor,🔍 Aranıyor...,,MainWindow.xaml.cs,4411,🔍 Aranıyor...
SonucBulunamadi,❌ Sonuç bulunamadı.,,MainWindow.xaml.cs,4419,❌ Sonuç bulunamadı.
AramaHatasiExMessage,Arama hatası: {ex.Message},,MainWindow.xaml.cs,4428,Arama hatası: {ex.Message}
AramaHatasiExMessage2,❌ Arama hatası: {ex.Message},,MainWindow.xaml.cs,4429,❌ Arama hatası: {ex.Message}
SatirVurgulamaHatasiExMessage,Satır vurgulama hatası: {ex.Message},,MainWindow.xaml.cs,4642,Satır vurgulama hatası: {ex.Message}
MevcutBaglam,=== Mevcut Bağlam ===,,PlanModeService.cs,39,=== Mevcut Bağlam ===
AcikDosyaCurrentFilePath,Açık Dosya: {currentFilePath},,PlanModeService.cs,42,Açık Dosya: {currentFilePath}
DosyaIcerigiIlk2000KarakterCurrentFileContentLength2000CurrentFileContentSubstring02000,"Dosya İçeriği (ilk 2000 karakter): {(currentFileContent.Length > 2000 ? currentFileContent.Substring(0, 2000) +",,PlanModeService.cs,45,"Dosya İçeriği (ilk 2000 karakter):\n{(currentFileContent.Length > 2000 ? currentFileContent.Substring(0, 2000) + "
SeciliKlasorSelectedFolder,Seçili Klasör: {selectedFolder},,PlanModeService.cs,48,Seçili Klasör: {selectedFolder}
MevcutProjeIcinUygulanabilirBirGelistirmePlaniOlustur,Mevcut proje için uygulanabilir bir geliştirme planı oluştur.,,PlanModeService.cs,51,Mevcut proje için uygulanabilir bir geliştirme planı oluştur.
PlaniIncele,Planı İncele,,PlanModeService.cs; PlanModeService.cs,63,Planı İncele
AIPlanOlusturulamadi,AI plan oluşturulamadı.,,PlanModeService.cs,97,AI plan oluşturulamadı.
PlanOlusturmaHatasiExMessage,Plan oluşturma hatası: {ex.Message},,PlanModeService.cs; Services\PlanningService.cs,127,Plan oluşturma hatası: {ex.Message}
LutfenAsagidakiPlanAdiminiProjemeUygulaSelectedOptionTitleGerekliDosyalariOkuyupDuzenleVeIslemiTamamla,Lütfen aşağıdaki plan adımını projeme uygula: {selectedOption.Title} Gerekli dosyaları okuyup düzenle ve işlemi tamamla.,,PlanModeService.cs,139,Lütfen aşağıdaki plan adımını projeme uygula:\n\n{selectedOption.Title}\n\nGerekli dosyaları okuyup düzenle ve işlemi tamamla.
AITakipPlaniOlusturulamadi,AI takip planı oluşturulamadı.,,PlanModeService.cs,147,AI takip planı oluşturulamadı.
ProjeGelistirmePlani,💡 Proje Geliştirme Planı,,PlanWindow.xaml,4,"Title=""💡 Proje Geliştirme Planı"""
AITarafindanUretilenYolHaritasi,AI Tarafından Üretilen Yol Haritası,,PlanWindow.xaml,25,"Text=""AI Tarafından Üretilen Yol Haritası"""
AsagidaMevcutProjeniziGelistirmekIcinAIInSunduguAdimAdimOnerilerListelenmistirIslemeAlmakIstediginizAdimiSecipQuotSohbet,"Aşağıda, mevcut projenizi geliştirmek için AI'ın sunduğu adım adım öneriler listelenmiştir. İşleme almak istediğiniz adımı seçip &quot;Sohbete Ekle&quot; butonuna basarak AI'ın bu adımı sizin için kodlamasını sağlayabilirsiniz.",,PlanWindow.xaml,26,"Text=""Aşağıda, mevcut projenizi geliştirmek için AI'ın sunduğu adım adım öneriler listelenmiştir. İşleme almak istediğiniz adımı seçip &quot;Sohbete Ekle&quot; butonuna basarak AI'ın bu adımı sizin için kodlamasını sağlayabilirsiniz."""
_0PlanAdimiYuklendi,0 plan adımı yüklendi.,,PlanWindow.xaml,36,"Text=""0 plan adımı yüklendi."""
DetayIcinBirAdimSecin,Detay için bir adım seçin.,,PlanWindow.xaml; PlanWindow.xaml.cs,37,"Text=""Detay için bir adım seçin."""
AdimDetayi,Adım Detayı,,PlanWindow.xaml,88,"Text=""Adım Detayı"""
AIInCikardigiHamPlanMetniniGoruntule,🤖 AI'ın Çıkardığı Ham Plan Metnini Görüntüle,,PlanWindow.xaml,97,"Header=""🤖 AI'ın Çıkardığı Ham Plan Metnini Görüntüle"""
HamPlaniKopyala,📋 Ham Planı Kopyala,,PlanWindow.xaml,104,"Content=""📋 Ham Planı Kopyala"""
SohbeteEkleVeBasla,🚀 Sohbete Ekle ve Başla,,PlanWindow.xaml,105,"Content=""🚀 Sohbete Ekle ve Başla"""
ProjeDosyalariAnalizEdiliyor,Proje dosyaları analiz ediliyor...,,PlanWindow.xaml,114,"Text=""Proje dosyaları analiz ediliyor..."""
AIUygulamanizIcinEnUygunGelistirmeAdimlariniHesapliyorBuIslemProjenizinBuyukluguneGore12DakikaSurebilir,"AI, uygulamanız için en uygun geliştirme adımlarını hesaplıyor. Bu işlem projenizin büyüklüğüne göre 1-2 dakika sürebilir.",,PlanWindow.xaml,115,"Text=""AI, uygulamanız için en uygun geliştirme adımlarını hesaplıyor. Bu işlem projenizin büyüklüğüne göre 1-2 dakika sürebilir."""
IptalEt,İptal Et,,PlanWindow.xaml,119,"Content=""İptal Et"""
_1SecenekYuklendi,1 seçenek yüklendi.,,PlanWindow.xaml.cs,58,1 seçenek yüklendi.
ResultOptionsCountSecenekYuklendi,{result.Options.Count} seçenek yüklendi.,,PlanWindow.xaml.cs,58,{result.Options.Count} seçenek yüklendi.
YeniPlanOlusturuluyor,Yeni plan oluşturuluyor...,,PlanWindow.xaml.cs,73,Yeni plan oluşturuluyor...
EksikOzelliklerAraniyor,Eksik özellikler aranıyor...,,PlanWindow.xaml.cs,87,Eksik özellikler aranıyor...
YolHaritasiOlusturuluyor,Yol haritası oluşturuluyor...,,PlanWindow.xaml.cs,87,Yol haritası oluşturuluyor...
BilinmeyenBirHataOlustu,Bilinmeyen bir hata oluştu.,,PlanWindow.xaml.cs,108,Bilinmeyen bir hata oluştu.
PlanHatasi,Plan Hatası,,PlanWindow.xaml.cs,108,Plan Hatası
PlanOlusturulurkenHataOlustuExMessage,Plan oluşturulurken hata oluştu: {ex.Message},,PlanWindow.xaml.cs,120,Plan oluşturulurken hata oluştu:\n{ex.Message}
SeciliPlanSelectedId,Seçili: Plan {selected.Id},,PlanWindow.xaml.cs,131,Seçili: Plan {selected.Id}
PlanMetniPanoyaKopyalandi,Plan metni panoya kopyalandı.,,PlanWindow.xaml.cs,143,Plan metni panoya kopyalandı.
Kopyalandi,Kopyalandı,,PlanWindow.xaml.cs,143,Kopyalandı
LutfenOnceBirSecenekSecin,Lütfen önce bir seçenek seçin.,,PlanWindow.xaml.cs,156,Lütfen önce bir seçenek seçin.
SecimGerekli,Seçim Gerekli,,PlanWindow.xaml.cs,156,Seçim Gerekli
EklentiYoneticisiMdaiAgent,Eklenti Yöneticisi - mdaiAgent,,PluginManagerWindow.xaml,8,"Title=""Eklenti Yöneticisi - mdaiAgent"""
EklentiYoneticisi,🔌 Eklenti Yöneticisi,,PluginManagerWindow.xaml,99,"Text=""🔌 Eklenti Yöneticisi"""
